mode,source_patent,target_patent,rank,required_matches,matched_keywords,source_keyword_count,match_rate
MSM_80,RU2532846C2,RU2318299C2,2.0,7,0,8,0.0
MSM_80,RU2532531C2,RU2331989C2,82.0,8,1,9,0.1111
MSM_80,RU2533860C1,RU2254539C1,,6,1,7,0.1429
MSM_80,RU2532539C2,RU2198230C2,14.0,5,1,6,0.1667
MSM_80,RU147861U1,RU194260U1,,8,0,10,0.0
MSM_80,RU2532727C2,RU2201189C2,15.0,5,0,6,0.0
MSM_80,RU2532280C2,RU2127611C1,15.0,8,1,9,0.1111
MSM_80,RU2532612C2,RU85383U1,17.0,8,0,9,0.0
MSM_80,RU2532248C2,RU2233032C2,226.0,6,0,7,0.0
MSM_80,RU2532651C2,RU2110792C1,,7,1,8,0.125
MSM_80,RU2532308C2,RU8938U1,,8,0,9,0.0
MSM_80,RU2532513C1,RU2993U1,,9,1,11,0.0909
MSM_80,RU2532706C2,RU2338336C2,86.0,5,0,6,0.0
MSM_80,RU2533963C1,RU2141800C1,,7,0,8,0.0
MSM_80,RU2532385C2,RU2322955C2,,10,0,12,0.0
MSM_80,RU2532616C2,RU2144U1,,8,0,9,0.0
MSM_80,RU2532810C2,RU2134129C1,,5,0,6,0.0
MSM_80,RU2532270C2,RU2023379C1,,5,0,6,0.0
MSM_80,RU147542U1,RU173291U1,2.0,6,1,7,0.1429
MSM_80,RU2532804C2,RU2118499C1,,5,0,6,0.0
MSM_80,RU2532468C1,RU96467U1,4.0,7,5,8,0.625
MSM_80,RU2532768C1,RU2241769C1,4.0,4,0,5,0.0
MSM_80,RU2533712C1,RU25010U1,,7,0,8,0.0
MSM_80,RU2533335C2,RU96115551A,,5,1,6,0.1667
MSM_80,RU2533646C2,RU2246749C2,,5,0,6,0.0
MSM_80,RU2533441C2,RU2225034C2,45.0,4,0,5,0.0
MSM_80,RU2533451C2,RU2004131029A,21.0,4,0,5,0.0
MSM_80,RU2533058C2,RU104732U1,7.0,8,0,10,0.0
MSM_80,RU2533706C2,RU2243934C2,,10,2,12,0.1667
MSM_80,RU2533500C2,RU2282392C1,235.0,4,0,5,0.0
MSM_80,RU2533829C2,RU2239919C2,,7,1,8,0.125
MSM_80,RU148023U1,RU167313U1,4.0,10,2,12,0.1667
MSM_80,RU2015131957A,RU2646713C1,6.0,8,1,10,0.1
MSM_80,RU2533445C2,RU2441268C2,500.0,6,0,7,0.0
MSM_80,RU2533812C1,RU2008124859A,,7,0,8,0.0
MSM_80,RU2533193C2,RU2225076C2,,5,0,6,0.0
MSM_80,RU2522735C9,RU2034284C1,,5,1,6,0.1667
MSM_80,RU2533539C1,RU44829U1,,5,0,6,0.0
MSM_80,RU2533163C1,RU2226026C2,45.0,4,0,5,0.0
MSM_80,RU2533695C2,RU2198471C2,,5,0,6,0.0
MSM_80,RU2533694C2,RU2025771C1,,7,0,8,0.0
MSM_80,RU2533453C2,RU2189345C2,,4,0,5,0.0
MSM_80,RU2015128360A,RU2651232C1,2.0,8,4,10,0.4
MSM_80,RU2533321C1,RU2253096C1,,4,0,5,0.0
MSM_80,RU2533446C2,RU2454240C1,3.0,4,2,5,0.4
MSM_80,RU2533693C2,RU2232476C2,14.0,4,0,5,0.0
MSM_80,RU2533039C1,RU2220629C1,,7,4,8,0.5
MSM_80,RU2533077C2,RU2231220C1,3.0,4,0,5,0.0
MSM_80,RU2533150C2,RU2048496C1,10.0,4,0,5,0.0
MSM_80,RU2533048C1,RU2008860C1,,5,0,6,0.0
MSM_90,RU2532846C2,RU2318299C2,,8,0,8,0.0
MSM_90,RU2532531C2,RU2331989C2,,9,1,9,0.1111
MSM_90,RU2533860C1,RU2254539C1,,7,1,7,0.1429
MSM_90,RU2532539C2,RU2198230C2,13.0,6,1,6,0.1667
MSM_90,RU147861U1,RU194260U1,,9,0,10,0.0
MSM_90,RU2532727C2,RU2201189C2,,6,0,6,0.0
MSM_90,RU2532280C2,RU2127611C1,10.0,9,1,9,0.1111
MSM_90,RU2532612C2,RU85383U1,,9,0,9,0.0
MSM_90,RU2532248C2,RU2233032C2,,7,0,7,0.0
MSM_90,RU2532651C2,RU2110792C1,,8,1,8,0.125
MSM_90,RU2532308C2,RU8938U1,,9,0,9,0.0
MSM_90,RU2532513C1,RU2993U1,,10,1,11,0.0909
MSM_90,RU2532706C2,RU2338336C2,14.0,6,0,6,0.0
MSM_90,RU2533963C1,RU2141800C1,,8,0,8,0.0
MSM_90,RU2532385C2,RU2322955C2,,11,0,12,0.0
MSM_90,RU2532616C2,RU2144U1,,9,0,9,0.0
MSM_90,RU2532810C2,RU2134129C1,,6,0,6,0.0
MSM_90,RU2532270C2,RU2023379C1,,6,0,6,0.0
MSM_90,RU147542U1,RU173291U1,2.0,7,1,7,0.1429
MSM_90,RU2532804C2,RU2118499C1,,6,0,6,0.0
MSM_90,RU2532468C1,RU96467U1,,8,5,8,0.625
MSM_90,RU2532768C1,RU2241769C1,,5,0,5,0.0
MSM_90,RU2533712C1,RU25010U1,,8,0,8,0.0
MSM_90,RU2533335C2,RU96115551A,,6,1,6,0.1667
MSM_90,RU2533646C2,RU2246749C2,,6,0,6,0.0
MSM_90,RU2533441C2,RU2225034C2,32.0,5,0,5,0.0
MSM_90,RU2533451C2,RU2004131029A,20.0,5,0,5,0.0
MSM_90,RU2533058C2,RU104732U1,5.0,9,0,10,0.0
MSM_90,RU2533706C2,RU2243934C2,,11,2,12,0.1667
MSM_90,RU2533500C2,RU2282392C1,,5,0,5,0.0
MSM_90,RU2533829C2,RU2239919C2,,8,1,8,0.125
MSM_90,RU148023U1,RU167313U1,4.0,11,2,12,0.1667
MSM_90,RU2015131957A,RU2646713C1,6.0,9,1,10,0.1
MSM_90,RU2533445C2,RU2441268C2,67.0,7,0,7,0.0
MSM_90,RU2533812C1,RU2008124859A,,8,0,8,0.0
MSM_90,RU2533193C2,RU2225076C2,,6,0,6,0.0
MSM_90,RU2522735C9,RU2034284C1,,6,1,6,0.1667
MSM_90,RU2533539C1,RU44829U1,,6,0,6,0.0
MSM_90,RU2533163C1,RU2226026C2,,5,0,5,0.0
MSM_90,RU2533695C2,RU2198471C2,,6,0,6,0.0
MSM_90,RU2533694C2,RU2025771C1,,8,0,8,0.0
MSM_90,RU2533453C2,RU2189345C2,,5,0,5,0.0
MSM_90,RU2015128360A,RU2651232C1,,9,4,10,0.4
MSM_90,RU2533321C1,RU2253096C1,,5,0,5,0.0
MSM_90,RU2533446C2,RU2454240C1,,5,2,5,0.4
MSM_90,RU2533693C2,RU2232476C2,,5,0,5,0.0
MSM_90,RU2533039C1,RU2220629C1,,8,4,8,0.5
MSM_90,RU2533077C2,RU2231220C1,,5,0,5,0.0
MSM_90,RU2533150C2,RU2048496C1,,5,0,5,0.0
MSM_90,RU2533048C1,RU2008860C1,,6,0,6,0.0
AND,RU2532846C2,RU2318299C2,,8,0,8,0.0
AND,RU2532531C2,RU2331989C2,,9,1,9,0.1111
AND,RU2533860C1,RU2254539C1,,7,1,7,0.1429
AND,RU2532539C2,RU2198230C2,13.0,6,1,6,0.1667
AND,RU147861U1,RU194260U1,,10,0,10,0.0
AND,RU2532727C2,RU2201189C2,,6,0,6,0.0
AND,RU2532280C2,RU2127611C1,10.0,9,1,9,0.1111
AND,RU2532612C2,RU85383U1,,9,0,9,0.0
AND,RU2532248C2,RU2233032C2,,7,0,7,0.0
AND,RU2532651C2,RU2110792C1,,8,1,8,0.125
AND,RU2532308C2,RU8938U1,,9,0,9,0.0
AND,RU2532513C1,RU2993U1,,11,1,11,0.0909
AND,RU2532706C2,RU2338336C2,14.0,6,0,6,0.0
AND,RU2533963C1,RU2141800C1,,8,0,8,0.0
AND,RU2532385C2,RU2322955C2,,12,0,12,0.0
AND,RU2532616C2,RU2144U1,,9,0,9,0.0
AND,RU2532810C2,RU2134129C1,,6,0,6,0.0
AND,RU2532270C2,RU2023379C1,,6,0,6,0.0
AND,RU147542U1,RU173291U1,2.0,7,1,7,0.1429
AND,RU2532804C2,RU2118499C1,,6,0,6,0.0
AND,RU2532468C1,RU96467U1,,8,5,8,0.625
AND,RU2532768C1,RU2241769C1,,5,0,5,0.0
AND,RU2533712C1,RU25010U1,,8,0,8,0.0
AND,RU2533335C2,RU96115551A,,6,1,6,0.1667
AND,RU2533646C2,RU2246749C2,,6,0,6,0.0
AND,RU2533441C2,RU2225034C2,32.0,5,0,5,0.0
AND,RU2533451C2,RU2004131029A,20.0,5,0,5,0.0
AND,RU2533058C2,RU104732U1,2.0,10,0,10,0.0
AND,RU2533706C2,RU2243934C2,,12,2,12,0.1667
AND,RU2533500C2,RU2282392C1,,5,0,5,0.0
AND,RU2533829C2,RU2239919C2,,8,1,8,0.125
AND,RU148023U1,RU167313U1,3.0,12,2,12,0.1667
AND,RU2015131957A,RU2646713C1,6.0,10,1,10,0.1
AND,RU2533445C2,RU2441268C2,67.0,7,0,7,0.0
AND,RU2533812C1,RU2008124859A,,8,0,8,0.0
AND,RU2533193C2,RU2225076C2,,6,0,6,0.0
AND,RU2522735C9,RU2034284C1,,6,1,6,0.1667
AND,RU2533539C1,RU44829U1,,6,0,6,0.0
AND,RU2533163C1,RU2226026C2,,5,0,5,0.0
AND,RU2533695C2,RU2198471C2,,6,0,6,0.0
AND,RU2533694C2,RU2025771C1,,8,0,8,0.0
AND,RU2533453C2,RU2189345C2,,5,0,5,0.0
AND,RU2015128360A,RU2651232C1,,10,4,10,0.4
AND,RU2533321C1,RU2253096C1,,5,0,5,0.0
AND,RU2533446C2,RU2454240C1,,5,2,5,0.4
AND,RU2533693C2,RU2232476C2,,5,0,5,0.0
AND,RU2533039C1,RU2220629C1,,8,4,8,0.5
AND,RU2533077C2,RU2231220C1,,5,0,5,0.0
AND,RU2533150C2,RU2048496C1,,5,0,5,0.0
AND,RU2533048C1,RU2008860C1,,6,0,6,0.0
